"id","nama","nik","status_pasutri","status_kewarganegaraan","jenis_sewa","unit_number","metode_pembayaran","metode_lain","tanggal_checkin","waktu_checkin","tanggal_checkout","waktu_checkout","lama_menginap","komentar","user_email","diedit_oleh","created_at","classification"
"6851","Don Windler","3205160408752606","Belum Menikah","WNA","Mingguan","B-20-4","Cash",NULL,"2013-09-28","19:00:00","2013-10-05","11:43:00","7",NULL,"Mallory20@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6852","Frank Weissnat","3448672005666311","Belum Menikah","WNI","Bulanan","B-5-9","Cash",NULL,"2020-07-22","17:13:00","2020-12-19","08:59:00","150",NULL,"Mallory20@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6853","Jeremy Zieme","3398850606015986","Belum Menikah","WNA","Harian","C-13-17","QRIS",NULL,"2015-02-09","17:35:00","2015-02-11","09:48:00","2",NULL,"Renee92@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6854","Lucy Abbott","3640686310029554","Belum Menikah","WNI","Harian","B-25-17","Kartu Debit",NULL,"2012-02-29","14:33:00","2012-03-04","07:53:00","4",NULL,"Kian24@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6855","Christine Hackett","5154865907950275","Belum Menikah","WNI","Mingguan","A-20-4","Kartu Kredit",NULL,"2012-05-19","15:07:00","2012-06-02","11:05:00","14",NULL,"Houston.Labadie@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6856","Eula Huels","3393804903895156","Menikah","WNA","Mingguan","C-14-6","Kartu Debit",NULL,"2014-10-27","13:07:00","2014-11-03","10:34:00","7",NULL,"Anabelle67@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6857","Pearl Bergnaum","3413485209919529","Menikah","WNI","Mingguan","C-25-22","QRIS",NULL,"2024-09-25","17:28:00","2024-10-09","07:51:00","14",NULL,"Angeline.Ankunding@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6858","Dolores Ullrich","3173405505064814","Menikah","WNI","Mingguan","D-24-18","Kartu Kredit",NULL,"2022-06-02","16:08:00","2022-06-09","10:30:00","7",NULL,"Ena_Hartmann34@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6859","Ora Bernier","3303225712817263","Menikah","WNA","Mingguan","C-4-22","Kartu Debit",NULL,"2025-03-14","15:21:00","2025-03-21","08:31:00","7",NULL,"p3srs@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6860","Mattie Spencer","3397035810767034","Menikah","WNA","Mingguan","C-21-8","Kartu Kredit",NULL,"2010-04-08","13:34:00","2010-04-15","12:58:00","7",NULL,"Houston.Labadie@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6861","Bobby Paucek","5117782704667372","Belum Menikah","WNA","Bulanan","D-24-26","Kartu Kredit",NULL,"2022-04-11","17:54:00","2022-06-10","08:28:00","60",NULL,"Armani68@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"6862","Marco Mante","5139830707809876","Menikah","WNA","Bulanan","B-15-28","Kartu Debit",NULL,"2018-12-08","16:34:00","2019-05-07","07:40:00","150",NULL,"Troy_Cruickshank@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6863","Jeanne Upton","3198656206863947","Menikah","WNA","Bulanan","A-19-25","Kartu Debit",NULL,"2025-07-16","17:03:00","2025-11-13","09:56:00","120",NULL,"Earnestine.Dooley89@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"6864","Robert Herzog","3365462607740732","Menikah","WNI","Mingguan","B-2-24","QRIS",NULL,"2014-12-16","19:46:00","2014-12-23","12:56:00","7",NULL,"Renee92@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6865","Gail O'Keefe","3109955110927071","Menikah","WNA","Harian","A-17-22","Cash",NULL,"2020-10-27","15:26:00","2020-10-29","11:33:00","2",NULL,"Anabelle67@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6866","Vernon Gerhold","3102390511947827","Belum Menikah","WNA","Mingguan","A-25-22","Others","crypto","2020-04-14","13:33:00","2020-04-21","10:31:00","7",NULL,"Seamus79@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6867","Maryann Fadel","3184775702923739","Belum Menikah","WNI","Bulanan","A-22-12","Kartu Kredit",NULL,"2014-02-20","17:24:00","2014-03-22","11:13:00","30",NULL,"Percy.Steuber@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6868","Edmond Adams-Simonis","5117272510928454","Belum Menikah","WNI","Bulanan","B-22-23","Others","crypto","2025-08-08","14:34:00","2025-12-06","07:43:00","120",NULL,"Donavon77@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6869","Alberto Parker","3576902307746614","Menikah","WNI","Harian","C-18-17","Kartu Kredit",NULL,"2015-01-10","17:18:00","2015-01-14","10:24:00","4",NULL,"Renee92@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6870","Cristina McDermott","3699986907972222","Menikah","WNI","Harian","C-4-3","Kartu Kredit",NULL,"2020-06-27","20:53:00","2020-06-30","09:20:00","3",NULL,"Robyn48@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6871","Guy Schowalter","3278832110719577","Belum Menikah","WNI","Bulanan","D-16-29","Kartu Debit",NULL,"2020-09-12","18:05:00","2021-01-10","12:49:00","120",NULL,"Ollie.Wilderman@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6872","Jon Weimann","3228940410930923","Menikah","WNA","Harian","C-11-15","Others","paylater","2025-03-02","03:48:00","2025-03-03","14:48:00","1",NULL,"Alia15@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6873","Lucy Swift","3446624309846779","Belum Menikah","WNA","Mingguan","A-8-30","Cash",NULL,"2021-11-10","13:57:00","2021-12-01","07:05:00","21",NULL,"Boris99@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6874","Reginald Von","3484980405732288","Menikah","WNI","Bulanan","B-14-26","Kartu Kredit",NULL,"2025-07-20","20:11:00","2025-08-19","12:02:00","30",NULL,"Hortense.Crona@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6875","Cecelia Mante","3418955005709790","Menikah","WNA","Harian","A-21-29","Others","paylater","2012-08-04","20:54:00","2012-08-07","09:01:00","3",NULL,"Carmella66@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6876","Tammy Morissette","3697176310970253","Menikah","WNA","Bulanan","D-8-8","Others","shopeepay","2011-05-28","18:47:00","2011-10-25","11:55:00","150",NULL,"Robyn48@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6877","Yvonne Rice","3203135612841702","Belum Menikah","WNI","Bulanan","B-24-24","Kartu Debit",NULL,"2010-05-17","14:49:00","2010-09-14","08:17:00","120",NULL,"Tyree5@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6878","Joann Shanahan","3394834212927561","Menikah","WNA","Bulanan","C-6-25","Kartu Debit",NULL,"2013-02-23","16:56:00","2013-04-24","12:32:00","60",NULL,"Bell_Pouros-Dach2@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"6879","Pat Tillman","3453770801674196","Menikah","WNI","Harian","C-17-15","Cash",NULL,"2013-11-30","19:32:00","2013-12-06","07:22:00","6",NULL,"Shaun94@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6880","Peggy Stanton","3130605801985086","Belum Menikah","WNI","Harian","D-24-26","Kartu Kredit",NULL,"2020-02-03","16:36:00","2020-02-09","07:06:00","6",NULL,"Armani68@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"6881","Lois Stehr","3399936909797769","Menikah","WNA","Bulanan","B-1-6","Cash",NULL,"2021-12-08","13:19:00","2022-05-07","09:07:00","150",NULL,"Ena_Hartmann34@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6882","Constance Adams","3648406901666333","Menikah","WNI","Bulanan","D-18-5","Kartu Debit",NULL,"2012-04-01","19:36:00","2012-06-30","08:58:00","90",NULL,"Darrion_Wisoky41@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6883","Kayla Buckridge","3120235003970718","Belum Menikah","WNI","Harian","B-13-4","Cash",NULL,"2019-10-09","14:36:00","2019-10-13","12:49:00","4",NULL,"Donavon77@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6884","Mary Schiller","3699306805860473","Belum Menikah","WNA","Harian","C-4-23","Cash",NULL,"2013-02-23","14:35:00","2013-02-26","10:23:00","3",NULL,"Donavon77@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6885","Gladys Corwin","3623044711908246","Menikah","WNI","Bulanan","A-5-2","Cash",NULL,"2025-08-31","18:16:00","2025-12-29","08:33:00","120",NULL,"pkj@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6886","Jeannette Lemke","3214124901045500","Menikah","WNA","Mingguan","A-21-5","Others","ovo","2022-01-22","14:06:00","2022-02-12","11:37:00","21",NULL,"Tyree5@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6887","Warren Deckow","3150071201761330","Menikah","WNA","Bulanan","B-17-25","Kartu Kredit",NULL,"2025-08-19","14:42:00","2026-01-16","12:28:00","150",NULL,"Armani68@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"6888","Luz Gerlach","3385494706823429","Menikah","WNA","Harian","B-4-12","Cash",NULL,"2023-06-17","04:45:00","2023-06-18","12:45:00","1","Kebisingan berlebihan di malam hari","April39@gmail.com",NULL,"2025-12-08 19:13:06","tidak normal"
"6889","Justin Crist-Schiller","3484022407968499","Belum Menikah","WNA","Harian","D-24-8","QRIS",NULL,"2013-11-29","17:33:00","2013-12-05","08:56:00","6",NULL,"Ian10@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6890","Homer Hackett","3492801404912842","Belum Menikah","WNA","Mingguan","B-25-26","Cash",NULL,"2022-11-11","18:20:00","2022-11-25","12:36:00","14",NULL,"Jalon31@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"6891","Diane Koelpin","3602167105890392","Menikah","WNI","Mingguan","A-21-29","Others","shopeepay","2020-08-30","20:52:00","2020-09-20","09:29:00","21",NULL,"Carmella66@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6892","Iris Adams","3625175207729528","Belum Menikah","WNA","Mingguan","C-6-26","Others","linkaja","2018-11-19","13:47:00","2018-11-26","11:56:00","7",NULL,"Nicola22@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"6893","Preston Greenfelder","5199631411772627","Menikah","WNA","Harian","B-10-16","Kartu Debit",NULL,"2017-03-05","14:50:00","2017-03-10","10:39:00","5",NULL,"pkj@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6894","Gene Torphy","3223131301952250","Belum Menikah","WNI","Bulanan","B-7-12","QRIS",NULL,"2011-05-11","13:39:00","2011-08-09","11:35:00","90",NULL,"Seamus79@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6895","Cedric Corwin","3538961707054368","Belum Menikah","WNI","Harian","D-25-20","Kartu Debit",NULL,"2023-03-16","13:17:00","2023-03-17","11:26:00","1","Penyalahgunaan alkohol/narkoba","Earnestine.Dooley89@yahoo.com",NULL,"2025-12-08 19:13:06","tidak normal"
"6896","Geoffrey Leuschke","3640180502886475","Belum Menikah","WNA","Bulanan","B-20-23","Kartu Kredit",NULL,"2011-09-16","16:23:00","2011-12-15","07:19:00","90",NULL,"Yadira.Labadie22@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"6897","Leland Purdy-Wilderman","3226950802049605","Belum Menikah","WNA","Harian","C-11-16","Kartu Debit",NULL,"2024-11-28","14:42:00","2024-11-30","09:34:00","2",NULL,"April39@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6898","Marc Reichert","5198212511868575","Belum Menikah","WNI","Bulanan","D-12-9","Others","paylater","2024-10-22","17:08:00","2024-11-21","08:36:00","30",NULL,"Edwin.Bosco@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6899","Shari Luettgen","3307546402689097","Belum Menikah","WNA","Bulanan","C-2-18","Kartu Kredit",NULL,"2013-10-22","16:01:00","2013-11-21","08:41:00","30",NULL,"Rory.Hane-Hayes20@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6900","Omar Cummings","3647441405765832","Menikah","WNI","Bulanan","B-23-9","QRIS",NULL,"2021-04-09","15:02:00","2021-08-07","12:15:00","120",NULL,"Jeffrey_Olson@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6901","Lisa Ullrich","3167594909058947","Menikah","WNI","Harian","D-22-26","Kartu Kredit",NULL,"2017-02-09","14:36:00","2017-02-14","11:58:00","5",NULL,"Nicola22@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"6902","Charlie Schuppe","3379311103868488","Menikah","WNI","Mingguan","A-7-4","Kartu Kredit",NULL,"2016-09-04","19:05:00","2016-09-18","07:56:00","14",NULL,"April39@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6903","Maggie Hickle","3386884709994253","Belum Menikah","WNA","Bulanan","D-16-8","QRIS",NULL,"2014-05-09","15:27:00","2014-10-06","12:31:00","150",NULL,"pkj@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6904","Peter Tromp","3562822106748287","Belum Menikah","WNI","Harian","D-12-27","Kartu Kredit",NULL,"2020-12-20","20:52:00","2020-12-21","10:40:00","1",NULL,"Moriah.Will73@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"6905","Leonard Marquardt","3578701007825303","Belum Menikah","WNA","Mingguan","D-9-13","Kartu Kredit",NULL,"2012-01-14","16:16:00","2012-01-28","10:07:00","14",NULL,"Earnestine.Dooley89@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"6906","Bridget Prohaska","3325166111659021","Belum Menikah","WNA","Mingguan","C-9-19","Others","gopay","2010-01-08","15:46:00","2010-01-29","12:34:00","21",NULL,"Vladimir58@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"6907","Kara Murray","3243636205734220","Menikah","WNI","Mingguan","B-10-30","Cash",NULL,"2018-07-12","15:29:00","2018-07-19","11:36:00","7",NULL,"Shaun94@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6908","Laverne Jacobson","3627265512704174","Menikah","WNA","Harian","C-1-7","Others","shopeepay","2024-02-07","18:51:00","2024-02-11","09:05:00","4",NULL,"Anabelle67@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6909","Willard Weber","3498860201996243","Belum Menikah","WNI","Mingguan","B-2-8","Kartu Kredit",NULL,"2023-04-22","13:19:00","2023-05-13","07:34:00","21",NULL,"Jalon31@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"6910","Beth Morar","3253514202671331","Menikah","WNI","Mingguan","A-20-28","Cash",NULL,"2015-07-02","18:20:00","2015-07-23","09:51:00","21",NULL,"Eveline71@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6911","Benny Rolfson","3520141005905369","Belum Menikah","WNA","Mingguan","D-4-20","QRIS",NULL,"2023-08-06","14:03:00","2023-08-27","07:21:00","21",NULL,"Robyn48@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6912","Ollie Smitham","3647035203042609","Belum Menikah","WNI","Harian","B-11-2","Cash",NULL,"2016-06-30","18:06:00","2016-07-06","12:36:00","6",NULL,"Anabelle67@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6913","Freddie Armstrong","3552342909786057","Belum Menikah","WNI","Mingguan","D-18-5","Others","shopeepay","2023-08-15","15:56:00","2023-08-22","09:52:00","7",NULL,"Darrion_Wisoky41@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6914","Clyde Baumbach","3417092503907257","Belum Menikah","WNI","Harian","D-12-1","Kartu Debit",NULL,"2023-07-27","15:01:00","2023-08-01","08:59:00","5",NULL,"Irwin.Runolfsdottir49@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6915","Kathryn Gerhold","3326774105868767","Belum Menikah","WNA","Harian","A-23-20","Kartu Kredit",NULL,"2019-12-07","12:52:00","2019-12-07","21:52:00","0","Ditemukan alat suntik di tempat sampah","Nicola22@yahoo.com",NULL,"2025-12-08 19:13:06","tidak normal"
"6916","Rogelio Dietrich","3601512305958093","Belum Menikah","WNA","Harian","D-11-17","Others","dana","2019-03-21","19:39:00","2019-03-27","08:07:00","6",NULL,"Lisandro_Armstrong59@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"6917","Frederick Bernhard","3622340511712585","Menikah","WNI","Bulanan","D-2-21","QRIS",NULL,"2024-03-10","16:51:00","2024-08-07","07:06:00","150",NULL,"Lisandro_Armstrong59@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"6918","Ivan Nikolaus","3122482104072966","Menikah","WNA","Mingguan","B-20-23","QRIS",NULL,"2021-04-28","18:01:00","2021-05-05","11:30:00","7",NULL,"Yadira.Labadie22@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"6919","Lucille Koelpin","5121884601805944","Menikah","WNI","Harian","B-8-30","Others","linkaja","2020-10-13","18:46:00","2020-10-17","11:08:00","4",NULL,"Jaime.Murazik28@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6920","Bob Kautzer","3335762909769079","Menikah","WNI","Harian","A-20-18","Kartu Debit",NULL,"2020-09-29","15:54:00","2020-10-04","09:24:00","5",NULL,"Houston.Labadie@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6921","Ramiro Carroll","3182381812909545","Belum Menikah","WNI","Harian","C-6-2","Cash",NULL,"2010-11-04","14:37:00","2010-11-10","11:38:00","6",NULL,"Amy_Kuhn34@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6922","Gloria Runolfsdottir","3183237105679855","Menikah","WNA","Harian","C-16-30","Kartu Kredit",NULL,"2014-02-09","16:39:00","2014-02-15","12:04:00","6",NULL,"Yadira.Labadie22@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"6923","Sheryl Gulgowski","3500324810805053","Belum Menikah","WNA","Mingguan","D-13-26","Others","ovo","2022-08-02","13:12:00","2022-08-23","08:30:00","21",NULL,"Boris99@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6924","Ralph Emmerich","3685821911861476","Menikah","WNA","Harian","A-17-3","Kartu Kredit",NULL,"2023-03-29","20:02:00","2023-04-04","12:49:00","6",NULL,"Houston.Labadie@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6925","Wade Keeling","3290661409021223","Menikah","WNI","Bulanan","A-1-14","Kartu Debit",NULL,"2024-07-13","18:47:00","2024-09-11","09:56:00","60",NULL,"Keeley.Kuhic84@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"6926","Alonzo Wyman","3157431405690435","Menikah","WNI","Harian","B-11-4","QRIS",NULL,"2012-08-03","13:36:00","2012-08-09","09:24:00","6",NULL,"ketua_agen@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6927","Elsie Rogahn","3316455102681764","Belum Menikah","WNI","Bulanan","A-20-20","QRIS",NULL,"2023-06-04","19:00:00","2023-11-01","11:38:00","150",NULL,"Earnestine.Dooley89@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"6928","Renee Deckow","3550665109959570","Belum Menikah","WNA","Bulanan","D-14-23","Cash",NULL,"2025-05-16","16:16:00","2025-10-13","09:26:00","150",NULL,"Ian10@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6929","Byron Borer","3591350801653845","Menikah","WNA","Harian","B-22-20","Others","linkaja","2019-02-05","13:51:00","2019-02-10","07:25:00","5",NULL,"pkj@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6930","Willie Labadie","3415831405798984","Belum Menikah","WNA","Bulanan","A-24-14","Cash",NULL,"2015-05-09","16:41:00","2015-10-06","10:16:00","150",NULL,"Shaun94@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6931","Kerry Leffler","3253932008059992","Belum Menikah","WNI","Mingguan","B-12-16","Others","ovo","2012-07-20","19:21:00","2012-08-10","12:43:00","21",NULL,"Renee92@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6932","Fernando Stark","3141230805879948","Belum Menikah","WNI","Mingguan","D-2-1","Kartu Debit",NULL,"2020-06-12","16:49:00","2020-07-03","12:47:00","21",NULL,"Anabelle67@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6933","Reginald Ryan","3695692610942184","Menikah","WNA","Mingguan","B-22-23","Others","ovo","2019-10-16","19:47:00","2019-11-06","10:18:00","21",NULL,"Donavon77@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6934","Darin Howell","5163361611844887","Belum Menikah","WNI","Bulanan","B-16-24","Kartu Kredit",NULL,"2022-04-20","18:59:00","2022-09-17","09:44:00","150",NULL,"Anabelle67@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6935","Brent Hackett","5109620912737599","Belum Menikah","WNA","Mingguan","B-17-24","Others","ovo","2025-11-14","15:59:00","2025-11-28","11:57:00","14",NULL,"Eveline71@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6936","Lindsey Bahringer","3400475502701545","Menikah","WNI","Mingguan","C-16-13","Others","paylater","2012-10-24","20:11:00","2012-11-14","08:48:00","21",NULL,"Hortense.Crona@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6937","Debbie Legros","5163864702863126","Belum Menikah","WNA","Harian","C-24-20","QRIS",NULL,"2022-11-10","18:27:00","2022-11-11","11:03:00","1","Kekerasan atau ancaman kepada penghuni lain","Luciano.Bogan98@gmail.com",NULL,"2025-12-08 19:13:06","tidak normal"
"6938","Bethany Lind","3434896811776733","Menikah","WNI","Harian","C-6-25","Others","crypto","2020-04-12","13:34:00","2020-04-16","12:30:00","4",NULL,"Bell_Pouros-Dach2@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"6939","Micheal Sporer","3335922001889578","Belum Menikah","WNA","Mingguan","D-24-26","Others","dana","2020-08-16","16:15:00","2020-09-06","08:52:00","21",NULL,"Armani68@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"6940","Jennifer Runte","3152344306079469","Belum Menikah","WNA","Harian","D-2-26","QRIS",NULL,"2023-04-27","15:36:00","2023-05-01","12:58:00","4",NULL,"Kian24@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6941","Anne Frami","3177985607701225","Belum Menikah","WNI","Bulanan","D-7-21","Cash",NULL,"2018-09-17","13:26:00","2018-11-16","12:39:00","60",NULL,"Troy_Cruickshank@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6942","Delbert Wisoky-O'Reilly","3496982912694443","Belum Menikah","WNI","Bulanan","B-19-25","Cash",NULL,"2023-06-05","18:17:00","2023-07-05","10:35:00","30",NULL,"Earnestine.Dooley89@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"6943","Roman Conn","3644862601846524","Menikah","WNA","Harian","D-5-17","Others","linkaja","2016-04-19","14:58:00","2016-04-24","07:04:00","5",NULL,"Vladimir58@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"6944","Julie Corwin","5130944601857215","Belum Menikah","WNA","Mingguan","C-12-14","Kartu Debit",NULL,"2016-12-12","17:16:00","2017-01-02","09:36:00","21",NULL,"Ollie.Wilderman@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6945","Dorothy Leffler","3363896410677018","Menikah","WNA","Bulanan","B-6-1","QRIS",NULL,"2017-12-12","15:54:00","2018-05-11","07:57:00","150",NULL,"Boris99@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6946","Jaime Osinski","3416886601659157","Belum Menikah","WNI","Mingguan","A-23-24","Cash",NULL,"2025-05-09","14:58:00","2025-05-30","10:10:00","21",NULL,"Onie87@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6947","Eric Torphy","3113071806004709","Belum Menikah","WNI","Harian","C-10-10","Cash",NULL,"2025-07-14","20:42:00","2025-07-20","08:38:00","6",NULL,"Jalon31@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"6948","Lindsey Haag","3582575702033579","Menikah","WNI","Mingguan","B-7-17","Cash",NULL,"2017-06-27","13:03:00","2017-07-11","10:29:00","14",NULL,"Keeley.Kuhic84@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"6949","Guadalupe Kessler","3475366007769488","Belum Menikah","WNI","Harian","D-17-25","Cash",NULL,"2016-02-12","20:48:00","2016-02-18","11:36:00","6",NULL,"Hortense.Crona@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6950","Frances Breitenberg","3389125411963391","Menikah","WNA","Harian","B-7-4","Cash",NULL,"2020-01-22","18:03:00","2020-01-24","12:47:00","2",NULL,"Shana.Metz@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6951","Mable Fay","3216444309064371","Belum Menikah","WNA","Bulanan","C-14-6","Cash",NULL,"2018-05-29","20:27:00","2018-06-28","07:40:00","30",NULL,"Anabelle67@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6952","Jeffrey Nitzsche","3201891401929100","Menikah","WNI","Mingguan","D-6-2","Kartu Debit",NULL,"2025-07-01","14:20:00","2025-07-08","07:02:00","7",NULL,"Anabelle67@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6953","Stanley Hegmann","3533550705994881","Belum Menikah","WNA","Bulanan","B-3-6","QRIS",NULL,"2011-07-13","17:55:00","2011-11-10","08:48:00","120",NULL,"Vladimir58@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"6954","Jasmine Renner-Rice","3538604511651649","Belum Menikah","WNI","Mingguan","C-12-14","Others","shopeepay","2022-06-14","17:55:00","2022-06-21","11:54:00","7",NULL,"Ollie.Wilderman@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6955","Matthew Sauer","5187282602893014","Menikah","WNI","Mingguan","D-8-12","QRIS",NULL,"2021-01-23","13:00:00","2021-02-13","08:58:00","21",NULL,"pkj@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6956","Marion Schneider","3290372010066582","Menikah","WNA","Mingguan","C-18-25","Kartu Kredit",NULL,"2025-03-02","19:40:00","2025-03-09","11:07:00","7",NULL,"Darrion_Wisoky41@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6957","Melba Farrell","3456744802654961","Menikah","WNA","Bulanan","A-16-8","Cash",NULL,"2011-12-27","19:39:00","2012-05-25","12:28:00","150",NULL,"Ollie.Wilderman@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6958","Ann Waters","3363177110872369","Belum Menikah","WNI","Harian","A-12-25","Others","gopay","2021-02-19","15:34:00","2021-02-19","03:34:00","0","Kerusakan parah pada fasilitas","Seamus79@gmail.com",NULL,"2025-12-08 19:13:06","tidak normal"
"6959","Cornelius Schaden","5121850204773406","Menikah","WNI","Harian","A-19-19","Kartu Debit",NULL,"2015-06-09","14:04:00","2015-06-12","09:17:00","3",NULL,"Robyn48@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6960","Ernestine Abbott","3331476401053346","Menikah","WNA","Harian","C-25-20","Kartu Debit",NULL,"2012-06-29","04:29:00","2012-06-30","07:29:00","1","Menyewakan kembali unit yang disewa","Laverne.Schaefer@hotmail.com",NULL,"2025-12-08 19:13:06","tidak normal"
"6961","Leticia Koss-Brekke","3567096901832824","Belum Menikah","WNI","Mingguan","A-5-28","Cash",NULL,"2018-12-06","15:34:00","2018-12-20","10:11:00","14",NULL,"Seamus79@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6962","Edwin Effertz","3390620208879466","Belum Menikah","WNI","Mingguan","A-24-23","QRIS",NULL,"2021-05-08","16:46:00","2021-05-29","10:50:00","21",NULL,"Armani68@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"6963","Brandon Gusikowski","3362320910729286","Belum Menikah","WNI","Bulanan","D-5-27","QRIS",NULL,"2015-10-22","17:07:00","2016-02-19","11:33:00","120",NULL,"Ian10@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
